HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes,Complete
24206,CITY OF BERLIN - MULTIPLE COUNTIES,233.65,456.00,47.00,"1,201.17",0.00,"2,203.37",0.00,0.00,,1
24231,CITY OF GREEN LAKE - GREEN LAKE COUNTY,98.25,0.00,86.24,0.00,0.00,929.66,0.00,"2,003.08",Clerk and Deputy Clerk wages,1
24251,CITY OF MARKESAN - GREEN LAKE COUNTY,186.00,125.00,159.00,254.00,36.00,"1,466.00",19.00,0.00,,1
24271,CITY OF PRINCETON - GREEN LAKE COUNTY,179.65,252.00,21.62,619.72,0.00,617.50,0.00,0.00,,1
25002,TOWN OF ARENA - IOWA COUNTY,10.00,0.00,12.00,18.00,171.56,623.92,0.00,255.00,SVRS Fees - $255.00,1
25004,TOWN OF BRIGHAM - IOWA COUNTY,105.50,573.05,23.08,"2,565.96",30.00,"1,400.00",0.00,0.00,,1
25006,TOWN OF CLYDE - IOWA COUNTY,0.00,0.00,8.00,75.00,0.00,324.24,0.00,0.00,,1
25008,TOWN OF DODGEVILLE - IOWA COUNTY,12.00,77.40,25.00,407.50,15.00,534.25,0.00,0.00,,1
25010,TOWN OF EDEN - IOWA COUNTY,30.00,0.00,3.00,155.00,0.00,382.50,0.00,0.00,,1
25012,TOWN OF HIGHLAND - IOWA COUNTY,0.00,10.00,0.00,180.00,0.00,580.00,125.00,0.00,,1
25014,TOWN OF LINDEN - IOWA COUNTY,0.00,0.00,0.00,208.63,0.00,"1,469.50",0.00,0.00,,1
25016,TOWN OF MIFFLIN - IOWA COUNTY,0.00,0.00,2.94,0.00,5.00,590.00,0.00,35.00,Dinner for election workers.,1
25018,TOWN OF MINERAL POINT - IOWA COUNTY,264.16,0.00,42.46,0.00,0.00,"1,903.88",27.00,364.52,"$279.00-Crowd control gate, $75.39-Table and chairs,$10.13 supplies",1
25020,TOWN OF MOSCOW - IOWA COUNTY,33.37,0.00,10.00,250.00,100.00,530.00,0.00,0.00,,1
25022,TOWN OF PULASKI - IOWA COUNTY,5.00,5.00,9.00,175.00,40.00,360.00,25.00,0.00,,1
25024,TOWN OF RIDGEWAY - IOWA COUNTY,11.25,2.50,11.40,0.00,30.00,496.00,270.00,170.00,SVRS fees,1
25026,TOWN OF WALDWICK - IOWA COUNTY,0.00,0.00,1.96,8.65,0.00,300.00,0.00,155.00,SVRS Fees,1
25028,TOWN OF WYOMING - IOWA COUNTY,1.50,0.00,11.70,60.48,0.00,430.82,0.00,0.00,,1
25101,VILLAGE OF ARENA - IOWA COUNTY,75.00,10.00,5.00,350.00,20.00,375.00,0.00,0.00,,1
25102,VILLAGE OF AVOCA - IOWA COUNTY,0.00,10.00,5.00,180.00,30.00,678.00,200.00,40.00,Purchase food for election workers.,1
25106,VILLAGE OF BARNEVELD - IOWA COUNTY,351.00,78.00,10.00,615.00,25.00,747.00,640.00,25.00,,1
25111,VILLAGE OF COBB - IOWA COUNTY,10.00,10.00,25.00,317.50,0.00,500.00,0.00,0.00,,1
25136,VILLAGE OF HIGHLAND - IOWA COUNTY,33.53,67.06,79.80,385.39,33.53,714.64,594.80,0.00,,1
25137,VILLAGE OF HOLLANDALE - IOWA COUNTY,97.02,25.00,1.00,293.39,0.00,345.99,36.72,0.00,,1
25146,VILLAGE OF LINDEN - IOWA COUNTY,18.00,0.00,0.00,18.00,0.00,504.10,0.00,412.50,Iowa County - $412.50,1
25176,VILLAGE OF REWEY - IOWA COUNTY,0.00,11.00,1.42,235.00,0.00,374.00,0.00,301.32,,1
25177,VILLAGE OF RIDGEWAY - IOWA COUNTY,21.21,0.00,0.00,200.00,0.00,807.38,0.00,0.00,,1
25251,CITY OF MINERAL POINT - IOWA COUNTY,68.85,20.00,64.26,0.00,0.00,"2,881.07",0.00,"1,051.41","Command Central locks- $29.80, Crowd control gates - $558.00, Quill-Misc items for re-numbering due to ward issue - $463.61",1
26002,TOWN OF ANDERSON - IRON COUNTY,104.00,0.00,21.56,0.00,0.00,600.00,0.00,0.00,,1
26004,TOWN OF CAREY - IRON COUNTY,102.00,0.00,0.00,0.00,0.00,382.00,0.00,0.00,,1
26006,TOWN OF GURNEY - IRON COUNTY,104.00,0.00,0.98,0.00,0.00,585.00,0.00,27.12,Election materials and mileage for clerk to courthouse and return.,1
26008,TOWN OF KIMBALL - IRON COUNTY,176.95,0.00,10.49,0.00,125.00,914.89,75.00,0.00,,1
26010,TOWN OF KNIGHT - IRON COUNTY,104.00,0.00,3.25,0.00,30.00,450.00,0.00,0.00,,1
26012,TOWN OF MERCER - IRON COUNTY,78.00,231.54,162.00,282.00,10.00,"1,295.96",50.75,76.00,Dinner For Election workers,1
26014,TOWN OF OMA - IRON COUNTY,104.00,0.00,37.00,0.00,20.00,650.00,0.00,0.00,,1
26016,TOWN OF PENCE - IRON COUNTY,104.00,0.00,0.00,0.00,0.00,340.00,0.00,0.00,,1
26018,TOWN OF SAXON - IRON COUNTY,104.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,,1
26020,TOWN OF SHERMAN - IRON COUNTY,104.00,0.00,5.00,72.00,24.00,261.00,0.00,85.00,Mileage for materials pickup.,1
26236,CITY OF HURLEY - IRON COUNTY,144.00,612.38,261.20,"1,039.53",0.00,"1,984.31",0.00,0.00,,1
26251,CITY OF MONTREAL - IRON COUNTY,104.00,618.62,35.00,250.00,200.00,"1,000.00",0.00,0.00,,1
27002,TOWN OF ADAMS - JACKSON COUNTY,0.00,0.00,12.00,0.00,0.00,795.00,0.00,0.00,,1
27004,TOWN OF ALBION - JACKSON COUNTY,198.00,0.00,2.35,0.00,0.00,793.50,0.00,99.48,Open Flag to remind voters,1
27006,TOWN OF ALMA - JACKSON COUNTY,32.00,0.00,13.00,0.00,0.00,709.00,0.00,0.00,,1
27008,TOWN OF BEAR BLUFF - JACKSON COUNTY,33.00,74.80,22.00,37.40,0.00,415.00,0.00,0.00,,1
27010,TOWN OF BROCKWAY - JACKSON COUNTY,44.00,0.00,35.00,30.00,0.00,700.00,0.00,0.00,,1
27012,TOWN OF CITY POINT - JACKSON COUNTY,200.00,50.00,5.00,45.00,100.00,600.00,15.00,0.00,,1
27014,TOWN OF CLEVELAND - JACKSON COUNTY,209.00,0.00,10.40,0.00,70.00,999.00,110.00,0.00,,1
27016,TOWN OF CURRAN - JACKSON COUNTY,159.00,0.00,3.00,145.00,22.44,397.20,0.00,135.00,Clerk mileage,1
27018,TOWN OF FRANKLIN - JACKSON COUNTY,50.12,0.00,0.00,0.00,0.00,315.25,0.00,0.00,,1
27020,TOWN OF GARDEN VALLEY - JACKSON COUNTY,50.00,0.00,15.00,100.00,25.00,410.00,50.00,50.00,"Heat, Electricity",1
27022,TOWN OF GARFIELD - JACKSON COUNTY,61.63,0.00,1.96,0.00,140.40,546.26,0.00,0.00,,1
27024,TOWN OF HIXTON - JACKSON COUNTY,272.00,0.00,4.00,100.00,0.00,580.00,0.00,75.00,Election Worker Training,1
27026,TOWN OF IRVING - JACKSON COUNTY,352.00,0.00,0.00,0.00,0.00,595.00,0.00,88.40,COPIES $8.40 SVRS $80.00,1
27028,TOWN OF KNAPP - JACKSON COUNTY,25.00,0.00,0.00,77.00,35.00,600.00,0.00,0.00,,1
27030,TOWN OF KOMENSKY - JACKSON COUNTY,0.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,,1
27032,TOWN OF MANCHESTER - JACKSON COUNTY,121.00,0.00,21.56,0.00,0.00,612.12,0.00,75.00,Porta Potty,1
27034,TOWN OF MELROSE - JACKSON COUNTY,50.00,0.00,1.00,75.00,50.00,510.00,0.00,27.00,FOOD,1
27036,TOWN OF MILLSTON - JACKSON COUNTY,6.00,0.00,0.75,75.00,5.00,600.00,0.00,0.00,,1
27038,TOWN OF NORTH BEND - JACKSON COUNTY,75.00,0.00,5.00,0.00,0.00,"1,125.00",0.00,0.00,,1
27040,TOWN OF NORTHFIELD - JACKSON COUNTY,10.00,0.00,1.00,0.00,57.00,786.41,0.00,0.00,,1
27042,TOWN OF SPRINGFIELD - JACKSON COUNTY,46.23,0.00,0.00,27.50,119.25,456.00,0.00,0.00,,1
27101,VILLAGE OF ALMA CENTER - JACKSON COUNTY,0.00,0.00,0.00,0.00,0.00,598.00,0.00,50.00,ELECTION WORKER MEALS,1
27136,VILLAGE OF HIXTON - JACKSON COUNTY,2.00,2.00,3.00,0.00,360.00,654.00,60.00,20.00,ELECTION INSTRUCTION BANNER,1
27151,VILLAGE OF MELROSE - JACKSON COUNTY,136.83,0.00,0.00,0.00,65.27,442.45,0.00,0.00,,1
27152,VILLAGE OF MERRILLAN - JACKSON COUNTY,10.00,15.00,9.00,32.00,20.00,594.50,133.98,0.00,,1
27186,VILLAGE OF TAYLOR - JACKSON COUNTY,176.53,50.00,5.00,130.00,61.56,385.64,313.50,0.00,,1
28002,TOWN OF AZTALAN - JEFFERSON COUNTY,34.20,0.00,5.75,0.00,607.49,690.90,0.00,12.25,Misc-12.25 DS200 paper rolls,0
28004,TOWN OF COLD SPRING - JEFFERSON COUNTY,50.00,200.00,24.00,100.00,70.00,825.00,0.00,25.00,supplies,1
28006,TOWN OF CONCORD - JEFFERSON COUNTY,36.05,0.00,7.84,91.38,60.00,"1,002.00",90.00,0.00,,1
28008,TOWN OF FARMINGTON - JEFFERSON COUNTY,69.18,482.49,17.64,0.00,24.00,"1,000.50",90.00,0.00,,1
28010,TOWN OF HEBRON - JEFFERSON COUNTY,108.02,0.00,0.00,0.00,0.00,910.00,0.00,37.37,voter stickers,1
28012,TOWN OF IXONIA - JEFFERSON COUNTY,176.74,453.20,38.64,369.00,150.00,"1,271.10",0.00,0.00,,1
28014,TOWN OF JEFFERSON - JEFFERSON COUNTY,119.42,838.93,27.05,200.00,782.70,"1,265.45",100.00,67.69,,1
28016,TOWN OF KOSHKONONG - JEFFERSON COUNTY,100.00,75.00,150.00,375.00,400.00,875.00,75.00,150.00,meals for poll workers,1
28018,TOWN OF LAKE MILLS - JEFFERSON COUNTY,208.81,17.02,15.68,158.00,55.89,772.59,0.00,0.00,,1
28020,TOWN OF MILFORD - JEFFERSON COUNTY,66.84,0.00,0.00,0.00,233.56,521.50,0.00,53.55,mileage 105-@.51 - $53.55,1
28022,TOWN OF OAKLAND - JEFFERSON COUNTY,259.99,29.69,88.80,646.68,100.00,"2,979.50",527.68,0.00,,1
28024,TOWN OF PALMYRA - JEFFERSON COUNTY,210.00,175.00,21.00,388.75,27.00,384.00,0.00,0.00,,1
28026,TOWN OF SULLIVAN - JEFFERSON COUNTY,0.00,726.63,98.00,0.00,51.70,"1,537.75",0.00,0.00,,1
28028,TOWN OF SUMNER - JEFFERSON COUNTY,52.65,0.00,13.72,135.00,6.50,636.19,40.00,237.23,"chlerk elections perdiems, clerk mileage reimbursement, retirement paid on elections wages, delivery of election results to school district and courthouse ",1
28030,TOWN OF WATERLOO - JEFFERSON COUNTY,85.00,217.00,11.00,100.00,30.00,448.00,0.00,0.00,,1
28032,TOWN OF WATERTOWN - JEFFERSON COUNTY,0.00,519.02,47.60,0.00,671.52,542.60,0.00,0.00,,1
28141,VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY,219.68,215.76,423.13,"1,012.03","1,226.07",708.12,0.00,0.00,,1
28171,VILLAGE OF PALMYRA - JEFFERSON COUNTY,98.66,300.00,20.00,365.50,75.00,881.50,0.00,21.00,"my time to do this report, which I do not understand the purpose behind it as we never get reimbursed for any of these costs so I am not sure why the clerk's are required to do it.  ",1
28181,VILLAGE OF SULLIVAN - JEFFERSON COUNTY,0.00,247.00,3.00,20.00,40.00,845.00,0.00,0.00,,1
28226,CITY OF FORT ATKINSON - JEFFERSON COUNTY,45.60,579.88,117.97,0.00,267.21,"1,785.36",0.00,325.44,"Food, ID signs, colored paper, push pins, cardstock",1
28241,CITY OF JEFFERSON - JEFFERSON COUNTY,187.06,96.58,118.40,575.00,60.00,"3,056.57","3,817.20",438.14,,1
28246,CITY OF LAKE MILLS - JEFFERSON COUNTY,315.00,87.00,165.00,442.00,350.00,"2,000.00",60.00,0.00,,1
28290,CITY OF WATERLOO - JEFFERSON COUNTY,10.00,0.00,24.00,0.00,0.00,600.00,0.00,0.00,none,1
28291,CITY OF WATERTOWN - MULTIPLE COUNTIES,600.00,200.00,400.00,200.00,200.00,"6,850.00",500.00,0.00,,1
29002,TOWN OF ARMENIA - JUNEAU COUNTY,0.00,0.00,4.90,80.00,105.00,910.00,0.00,0.00,,1
29004,TOWN OF CLEARFIELD - JUNEAU COUNTY,31.38,0.00,4.90,55.50,30.60,598.50,0.00,0.00,,1
29006,TOWN OF CUTLER - JUNEAU COUNTY,12.00,0.00,1.05,0.00,0.00,457.50,0.00,65.00,Mileage to deliver ballot bags,1
29008,TOWN OF FINLEY - JUNEAU COUNTY,2.00,0.00,2.00,0.00,50.00,430.00,0.00,0.00,,1
29010,TOWN OF FOUNTAIN - JUNEAU COUNTY,15.00,5.00,12.00,250.00,20.00,500.00,0.00,0.00,,1
29012,TOWN OF GERMANTOWN - JUNEAU COUNTY,210.87,0.00,6.86,0.00,0.00,"1,473.43",0.00,0.00,,1
29014,TOWN OF KILDARE - JUNEAU COUNTY,40.42,0.00,9.93,0.00,15.00,480.00,0.00,0.00,Training Wages 168.00,1
29016,TOWN OF KINGSTON - JUNEAU COUNTY,2.00,0.00,2.00,0.00,50.00,538.00,0.00,0.00,,1
29018,TOWN OF LEMONWEIR - JUNEAU COUNTY,75.16,102.76,15.82,160.64,137.81,"1,052.45",83.89,0.00,,1
29020,TOWN OF LINDINA - JUNEAU COUNTY,12.00,0.00,13.00,0.00,13.60,616.25,0.00,0.00,,1
29022,TOWN OF LISBON - JUNEAU COUNTY,38.25,15.00,10.29,35.00,3.00,440.64,0.00,0.00,,1
29024,TOWN OF LYNDON - JUNEAU COUNTY,94.92,0.00,13.23,0.00,29.60,781.00,0.00,0.00,,1
29026,TOWN OF MARION - JUNEAU COUNTY,11.00,0.00,11.76,100.00,84.00,369.00,0.00,0.00,,1
29028,TOWN OF NECEDAH - JUNEAU COUNTY,78.00,156.00,206.00,907.00,20.00,"1,130.00",0.00,0.00,,1
29030,TOWN OF ORANGE - JUNEAU COUNTY,14.00,0.00,2.00,0.00,0.00,450.00,0.00,0.00,,1
29034,TOWN OF SEVEN MILE CREEK - JUNEAU COUNTY,12.50,0.00,23.52,0.00,0.00,420.00,0.00,0.00,,1
29036,TOWN OF SUMMIT - JUNEAU COUNTY,20.00,0.00,1.00,15.00,0.00,756.00,0.00,0.00,,1
29038,TOWN OF WONEWOC - JUNEAU COUNTY,47.00,15.00,0.00,5.00,0.00,408.75,0.00,0.00,,1
29111,VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY,179.39,0.00,6.00,0.00,0.00,344.00,73.00,0.00,,1
29136,VILLAGE OF HUSTLER - JUNEAU COUNTY,10.00,10.00,0.00,40.00,40.00,300.00,0.00,0.00,,1
29146,VILLAGE OF LYNDON STATION - JUNEAU COUNTY,40.00,10.00,16.60,0.00,108.00,662.50,0.00,65.00,Food,1
29161,VILLAGE OF NECEDAH - JUNEAU COUNTY,44.00,10.00,64.00,77.00,0.00,"1,476.11",0.00,0.00,,1
29186,VILLAGE OF UNION CENTER - JUNEAU COUNTY,0.00,0.00,0.00,0.00,0.00,447.98,0.00,0.00,,1
29191,VILLAGE OF WONEWOC - JUNEAU COUNTY,0.00,0.00,13.00,360.00,0.00,872.00,0.00,0.00,,1
29221,CITY OF ELROY - JUNEAU COUNTY,100.00,25.00,25.00,250.00,100.00,"1,300.00",38.00,103.00,,1
29251,CITY OF MAUSTON - JUNEAU COUNTY,200.05,423.47,80.46,"1,738.67",393.60,996.15,"1,621.84",0.00,,1
29261,CITY OF NEW LISBON - JUNEAU COUNTY,175.00,0.00,10.00,0.00,0.00,516.00,0.00,0.00,,1
30002,TOWN OF BRIGHTON - KENOSHA COUNTY,0.00,0.00,21.60,0.00,0.00,692.00,0.00,0.00,,1
30006,TOWN OF PARIS - KENOSHA COUNTY,0.00,0.00,39.00,0.00,108.00,885.00,0.00,109.42,Food for election day.,1
30010,TOWN OF RANDALL - KENOSHA COUNTY,68.74,0.00,42.16,0.00,25.00,974.00,10.00,0.00,,1
30012,TOWN OF SALEM - KENOSHA COUNTY,22.00,128.00,"1,008.24",316.89,"1,125.94","4,750.53","1,441.10",163.08,Clerk Mileage Between Polling Locations & Training,1
30014,TOWN OF SOMERS - KENOSHA COUNTY,125.00,100.00,50.00,20.00,500.00,275.00,50.00,0.00,,1
30016,TOWN OF WHEATLAND - KENOSHA COUNTY,100.00,50.00,39.00,50.00,200.00,"1,560.00",0.00,414.00,One-time charge for elections signs that will be used at each election - directing voters inside the town hall,1
30104,VILLAGE OF BRISTOL - KENOSHA COUNTY,0.00,0.00,170.20,0.00,0.00,"1,296.00",395.00,62.00,Poll worker meals,1
30171,VILLAGE OF PADDOCK LAKE - KENOSHA COUNTY,19.00,0.00,48.00,0.00,150.00,896.00,0.00,0.00,,1
30174,VILLAGE OF PLEASANT PRAIRIE - KENOSHA COUNTY,160.00,589.00,803.00,87.00,366.00,"4,910.00","1,056.00",0.00,,1
30181,VILLAGE OF SILVER LAKE - KENOSHA COUNTY,0.00,0.00,68.54,0.00,27.50,"2,020.87",0.00,0.00,,1
30182,VILLAGE OF SOMERS - KENOSHA COUNTY,125.00,475.00,275.00,50.00,"2,500.00","4,000.00",250.00,0.00,,1
30186,VILLAGE OF TWIN LAKES - KENOSHA COUNTY,50.00,259.56,250.55,0.00,38.03,"1,462.01",573.65,0.00,,1
30241,CITY OF KENOSHA - KENOSHA COUNTY,"1,100.00","5,100.00","3,455.00","6,800.00","5,750.00","66,000.00","4,165.00",400.00,t shirts for high school election volunteers,1
31002,TOWN OF AHNAPEE - KEWAUNEE COUNTY,67.00,0.00,16.66,345.11,45.22,742.50,0.00,0.00,,1
31004,TOWN OF CARLTON - KEWAUNEE COUNTY,67.00,0.00,10.00,280.11,58.40,800.00,100.00,0.00,,1
31006,TOWN OF CASCO - KEWAUNEE COUNTY,67.00,0.00,3.92,390.11,21.00,522.76,0.00,2.16,mileage,1
31008,TOWN OF FRANKLIN - KEWAUNEE COUNTY,67.00,0.00,2.00,347.61,18.60,533.25,42.75,38.16,mileage,1
31010,TOWN OF LINCOLN - KEWAUNEE COUNTY,67.00,0.00,1.96,280.11,70.88,521.50,0.00,2.16,mileage,1
31012,TOWN OF LUXEMBURG - KEWAUNEE COUNTY,67.00,0.00,6.86,390.11,24.60,798.34,0.00,2.16,mileage,1
31014,TOWN OF MONTPELIER - KEWAUNEE COUNTY,67.00,0.00,0.00,385.11,67.60,681.75,0.00,2.16,mileage,1
31016,TOWN OF PIERCE - KEWAUNEE COUNTY,67.00,0.00,10.00,335.11,16.40,555.00,52.50,0.00,,1
31018,TOWN OF RED RIVER - KEWAUNEE COUNTY,67.00,0.00,23.70,335.11,46.28,"1,095.00",81.00,2.16,mileage,1
31020,TOWN OF WEST KEWAUNEE - KEWAUNEE COUNTY,67.00,0.00,11.36,335.11,22.40,605.54,0.00,0.00,,1
31111,VILLAGE OF CASCO - KEWAUNEE COUNTY,134.56,52.69,0.00,537.61,15.32,441.50,0.00,2.16,mileage,1
31146,VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY,134.56,160.26,0.00,817.61,198.66,806.26,0.00,2.16,mileage,1
31201,CITY OF ALGOMA - KEWAUNEE COUNTY,198.69,499.92,96.83,"2,347.61",59.52,"2,031.64",764.37,189.00,"mileage, supplies, & copies",1
31241,CITY OF KEWAUNEE - KEWAUNEE COUNTY,134.56,248.54,58.31,"1,167.61",60.80,780.27,32.08,0.00,,1
32002,TOWN OF BANGOR - LA CROSSE COUNTY,0.00,0.00,2.94,18.00,0.00,683.45,0.00,0.00,,1
32004,TOWN OF BARRE - LA CROSSE COUNTY,0.00,0.00,25.00,0.00,0.00,660.00,0.00,0.00,,1
32006,TOWN OF BURNS - LA CROSSE COUNTY,40.97,0.00,18.66,11.70,5.70,582.55,0.00,341.91,Clerk Mileage reimbursement-$135.66 clerk portion of salary -$206.25,1
32008,TOWN OF CAMPBELL - LA CROSSE COUNTY,48.96,0.00,33.96,0.00,0.00,958.88,0.00,0.00,,1
32010,TOWN OF FARMINGTON - LA CROSSE COUNTY,41.00,63.00,20.00,0.00,0.00,883.20,0.00,18.00,Mileage,1
32012,TOWN OF GREENFIELD - LA CROSSE COUNTY,50.67,0.30,27.75,84.38,136.36,798.13,64.50,472.30,Wisvote fees ,1
32014,TOWN OF HAMILTON - LA CROSSE COUNTY,65.00,75.18,16.80,85.00,245.00,650.00,16.00,0.00,,1
32016,TOWN OF HOLLAND - LA CROSSE COUNTY,81.18,0.00,44.67,0.00,16.44,"1,207.50",909.50,0.00,,1
32018,TOWN OF MEDARY - LA CROSSE COUNTY,35.34,82.50,46.61,10.00,15.00,442.00,0.00,0.00,,1
32020,TOWN OF ONALASKA - LA CROSSE COUNTY,117.75,355.90,120.80,66.00,199.21,"2,962.50",15.00,0.00,,1
32022,TOWN OF SHELBY - LA CROSSE COUNTY,20.00,250.00,375.00,25.00,100.00,"2,190.00",300.00,12.00,mileage,1
32024,TOWN OF WASHINGTON - LA CROSSE COUNTY,5.00,5.00,2.00,20.00,10.00,368.00,104.00,0.00,,1
32106,VILLAGE OF BANGOR - LA CROSSE COUNTY,0.00,0.00,13.50,0.00,0.00,"1,166.54",421.20,0.00,,1
32136,VILLAGE OF HOLMEN - LA CROSSE COUNTY,78.49,0.00,110.43,99.40,195.45,"2,018.45",609.00,0.00,,1
32176,VILLAGE OF ROCKLAND - MULTIPLE COUNTIES,0.00,2.64,25.98,64.00,28.00,471.25,0.00,0.00,,1
32191,VILLAGE OF WEST SALEM - LA CROSSE COUNTY,302.56,15.22,79.87,64.00,334.25,"1,132.00",0.00,0.00,,1
32246,CITY OF LA CROSSE - LA CROSSE COUNTY,47.18,0.00,"2,157.36",0.00,"1,152.42","21,657.00","5,298.95",0.00,,1
32265,CITY OF ONALASKA - LA CROSSE COUNTY,415.00,438.00,262.00,0.00,"1,086.00","3,628.00",661.00,620.00,Misc. Supplies Poll Worker Training,1
33002,TOWN OF ARGYLE - LAFAYETTE COUNTY,22.90,0.00,8.82,0.00,0.00,408.00,0.00,0.00,,1
33004,TOWN OF BELMONT - LAFAYETTE COUNTY,10.55,0.00,24.75,150.00,0.00,825.00,0.00,155.00,"Polling site supplies - pens, paper, signage, clean up",1
33006,TOWN OF BENTON - LAFAYETTE COUNTY,80.00,0.00,3.00,9.00,0.00,500.00,0.00,0.00,,1
33008,TOWN OF BLANCHARD - LAFAYETTE COUNTY,30.00,10.00,41.00,48.00,122.00,635.00,0.00,0.00,,1
33010,TOWN OF DARLINGTON - LAFAYETTE COUNTY,80.92,0.00,4.80,0.00,0.00,"1,254.50",0.00,0.00,,1
33012,TOWN OF ELK GROVE - LAFAYETTE COUNTY,22.50,0.00,0.00,0.00,0.00,775.00,0.00,500.00,WIS Vote Lafayette County,1
33014,TOWN OF FAYETTE - LAFAYETTE COUNTY,20.00,5.00,20.00,0.00,25.00,770.00,10.00,0.00,,1
33016,TOWN OF GRATIOT - LAFAYETTE COUNTY,30.00,0.00,6.00,150.00,200.00,590.00,0.00,0.00,,1
33018,TOWN OF KENDALL - LAFAYETTE COUNTY,25.00,0.00,7.98,0.00,0.00,760.00,0.00,0.00,,1
33020,TOWN OF LAMONT - LAFAYETTE COUNTY,48.20,0.00,0.00,0.00,0.00,395.00,0.00,0.00,,1
33022,TOWN OF MONTICELLO - LAFAYETTE COUNTY,50.00,0.00,0.00,0.00,0.00,450.00,0.00,0.00,,1
33024,TOWN OF NEW DIGGINGS - LAFAYETTE COUNTY,30.00,0.00,1.00,300.00,50.00,300.00,0.00,75.00,,1
33026,TOWN OF SEYMOUR - LAFAYETTE COUNTY,75.00,0.00,20.00,125.00,300.00,384.00,0.00,0.00,,1
33028,TOWN OF SHULLSBURG - LAFAYETTE COUNTY,35.00,0.00,15.00,0.00,30.00,300.00,0.00,0.00,,1
33030,TOWN OF WAYNE - LAFAYETTE COUNTY,86.00,0.00,35.00,20.00,10.00,440.00,0.00,56.00,Meals,1
33032,TOWN OF WHITE OAK SPRINGS - LAFAYETTE COUNTY,20.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,,1
33034,TOWN OF WILLOW SPRINGS - LAFAYETTE COUNTY,4.60,0.00,2.50,30.00,8.80,475.00,0.00,0.00,,1
33036,TOWN OF WIOTA - LAFAYETTE COUNTY,36.50,0.00,7.35,0.00,0.00,"1,050.10",0.00,0.00,,1
33101,VILLAGE OF ARGYLE - LAFAYETTE COUNTY,70.00,45.00,19.00,0.00,0.00,750.00,0.00,0.00,,1
33106,VILLAGE OF BELMONT - LAFAYETTE COUNTY,217.00,32.00,10.24,81.00,75.00,542.00,0.00,0.00,,1
33107,VILLAGE OF BENTON - LAFAYETTE COUNTY,216.60,87.50,15.00,51.00,99.74,556.25,"1,021.72",0.00,"Food and drinks for election workers, red pens, labels, file folder. ",1
33108,VILLAGE OF BLANCHARDVILLE - MULTIPLE COUNTIES,142.03,5.40,30.39,35.00,154.15,434.55,130.13,68.72,"Miscellaneous costs include ballot bags, and other supplies.",1
33131,VILLAGE OF GRATIOT - LAFAYETTE COUNTY,59.00,14.50,1.96,0.00,0.00,486.24,0.00,115.40,Purchase of Voting Booth for Paper Ballots,1
33181,VILLAGE OF SOUTH WAYNE - LAFAYETTE COUNTY,24.00,20.00,5.00,120.00,200.00,460.00,0.00,0.00,,1
33216,CITY OF DARLINGTON - LAFAYETTE COUNTY,176.00,315.00,120.00,900.00,200.00,"2,110.00",400.00,0.00,,1
33281,CITY OF SHULLSBURG - LAFAYETTE COUNTY,284.00,150.00,236.00,179.00,68.00,788.00,4.00,778.00,Voting machine annual maintenance cost- $260 Election Workers training- $114 Security seals & Ballot bags- $2 Post Election activities clerk- $402,1
34002,TOWN OF ACKLEY - LANGLADE COUNTY,145.04,0.00,4.90,0.00,391.00,0.00,0.00,0.00,,1
34004,TOWN OF AINSWORTH - LANGLADE COUNTY,88.80,0.00,5.43,120.83,0.00,383.50,22.08,0.00,,1
34006,TOWN OF ANTIGO - LANGLADE COUNTY,0.00,0.00,149.10,130.00,0.00,"1,176.00",0.00,0.00,,1
34008,TOWN OF ELCHO - LANGLADE COUNTY,200.00,0.00,40.00,0.00,0.00,"1,300.00",0.00,0.00,"Poll Workers do set-up, clean-up, and tally ",1
34010,TOWN OF EVERGREEN - LANGLADE COUNTY,156.95,0.00,15.80,0.00,0.00,405.00,0.00,0.00,,1
34012,TOWN OF LANGLADE - LANGLADE COUNTY,53.28,0.00,0.00,0.00,0.00,743.65,0.00,0.00,,1
34014,TOWN OF NEVA - LANGLADE COUNTY,177.60,0.00,3.40,0.00,0.00,579.00,0.00,0.00,,1
34016,TOWN OF NORWOOD - LANGLADE COUNTY,118.40,0.00,74.70,0.00,0.00,658.00,0.00,0.00,,1
34018,TOWN OF PARRISH - LANGLADE COUNTY,5.00,0.00,5.00,0.00,405.00,0.00,0.00,0.00,,1
34020,TOWN OF PECK - LANGLADE COUNTY,56.24,0.00,2.94,0.00,0.00,448.32,0.00,0.00,,1
34022,TOWN OF POLAR - LANGLADE COUNTY,135.00,0.00,20.00,0.00,0.00,"1,020.00",0.00,10.00,"Copies, Misc. Supplies",1
34024,TOWN OF PRICE - LANGLADE COUNTY,40.00,0.00,0.00,0.00,0.00,531.00,0.00,0.00,,1
34026,TOWN OF ROLLING - LANGLADE COUNTY,88.00,0.00,32.00,0.00,0.00,840.00,0.00,0.00,,1
