HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes
24206,CITY OF BERLIN - MULTIPLE COUNTIES,$158.00,"$1,500.00",$98.75,"$1,398.57",$150.00,"$2,243.93","$2,056.89",$0.00,
24231,CITY OF GREEN LAKE - GREEN LAKE COUNTY,$118.95,$0.00,$63.27,$0.00,$0.00,$877.50,$0.00,$4.99,Coffee
24251,CITY OF MARKESAN - GREEN LAKE COUNTY,$64.64,$231.35,$68.60,$0.00,$0.00,"$1,228.86",$71.40,$0.00,
24271,CITY OF PRINCETON - GREEN LAKE COUNTY,$191.20,$316.20,$26.45,$730.00,$0.00,$765.70,$0.00,$0.00,
25002,TOWN OF ARENA - IOWA COUNTY,$10.00,$0.00,$35.00,$280.00,$160.00,$732.51,$0.00,$255.00,MOU fees
25004,TOWN OF BRIGHAM - IOWA COUNTY,$35.00,$349.83,$121.58,"$1,505.85",$40.25,"$1,530.00",$0.00,$0.00,
25006,TOWN OF CLYDE - IOWA COUNTY,$0.00,$0.00,$9.00,$75.00,$0.00,$325.50,$0.00,$0.00,
25008,TOWN OF DODGEVILLE - IOWA COUNTY,$5.00,$0.00,$40.00,$0.00,$75.00,$670.00,$0.00,$0.00,
25010,TOWN OF EDEN - IOWA COUNTY,$20.00,$0.00,$2.00,$155.00,$0.00,$376.13,$0.00,$0.00,
25012,TOWN OF HIGHLAND - IOWA COUNTY,$20.00,$0.00,$2.00,$155.00,$0.00,$376.13,$0.00,$0.00,
25014,TOWN OF LINDEN - IOWA COUNTY,$60.00,$15.00,$20.00,$540.00,$0.00,"$1,345.43",$0.00,$0.00,
25016,TOWN OF MIFFLIN - IOWA COUNTY,$0.00,$0.00,$15.00,$20.00,$0.00,$630.00,$0.00,$0.00,
25018,TOWN OF MINERAL POINT - IOWA COUNTY,$220.22,$10.65,$26.18,$810.00,$90.00,"$2,580.20",$0.00,$0.00,
25020,TOWN OF MOSCOW - IOWA COUNTY,$26.44,$0.00,$30.00,$250.00,$126.40,$625.00,$0.00,$42.69,Cork board to display all needed information forms.
25022,TOWN OF PULASKI - IOWA COUNTY,$7.50,$0.00,$5.00,$175.00,$40.00,$380.00,$0.00,$0.00,
25024,TOWN OF RIDGEWAY - IOWA COUNTY,$5.00,$0.00,$21.00,$24.00,$200.00,$513.50,$240.00,$0.00,
25026,TOWN OF WALDWICK - IOWA COUNTY,$8.65,$0.00,$4.70,$125.00,$0.00,$300.00,$0.00,$0.00,
25028,TOWN OF WYOMING - IOWA COUNTY,$4.00,$0.00,$20.00,$68.00,$0.00,$506.00,$0.00,$0.00,
25101,VILLAGE OF ARENA - IOWA COUNTY,$100.00,$0.00,$30.00,"$1,000.00",$0.00,$400.00,$0.00,$0.00,
25102,VILLAGE OF AVOCA - IOWA COUNTY,$74.00,$0.00,$5.00,$376.95,$75.00,$625.00,$0.00,$270.00,40.00 meal for election workers     230.00 relier fees
25106,VILLAGE OF BARNEVELD - IOWA COUNTY,$77.23,$0.00,$12.00,$47.14,$67.14,"$1,392.27",$0.00,$0.00,
25111,VILLAGE OF COBB - IOWA COUNTY,$5.00,$0.00,$5.00,$150.00,$0.00,$775.00,$0.00,$205.00,Iowa County -$205-Provider Fees
25136,VILLAGE OF HIGHLAND - IOWA COUNTY,$33.53,$0.00,$131.31,$100.59,$33.59,$967.51,$608.89,$0.00,
25137,VILLAGE OF HOLLANDALE - IOWA COUNTY,$29.28,$0.00,$7.00,$205.00,$8.75,$344.50,$0.00,$0.00,
25146,VILLAGE OF LINDEN - IOWA COUNTY,$0.00,$0.00,$11.76,$290.00,$0.00,"$1,219.81",$0.00,$412.50,Iowa County Provider
25176,VILLAGE OF REWEY - IOWA COUNTY,$0.00,$0.00,$0.00,$185.00,$0.00,$370.00,$277.56,$55.00,Manuals
25177,VILLAGE OF RIDGEWAY - IOWA COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$613.06,$0.00,$270.06,"Mileage Reimbursement for getting paper rolls from Mineral Point, supplies to courthouse and relier fees"
25216,CITY OF DODGEVILLE - IOWA COUNTY,$125.00,"$1,200.00",$75.00,$320.00,$630.00,"$4,300.00",$250.00,$0.00,
25251,CITY OF MINERAL POINT - IOWA COUNTY,$188.22,$5.00,$85.89,$375.00,$26.47,"$3,662.33",$620.00,$114.69,Election Posters from Bear Graphics
26002,TOWN OF ANDERSON - IRON COUNTY,$84.00,$0.00,$12.74,$0.00,$0.00,$590.00,$0.00,$0.00,
26004,TOWN OF CAREY - IRON COUNTY,$64.00,$0.00,$6.00,$0.00,$0.00,$381.00,$0.00,$0.00,
26006,TOWN OF GURNEY - IRON COUNTY,$104.00,$0.00,$0.00,$0.00,$0.00,$607.50,$0.00,$23.16,mileage for delivery of election information to community building.
26008,TOWN OF KIMBALL - IRON COUNTY,$104.00,$0.00,$27.75,$270.00,$100.00,$927.56,$0.00,$0.00,
26010,TOWN OF KNIGHT - IRON COUNTY,$64.00,$0.00,$6.25,$15.00,$50.00,$520.00,$40.00,$0.00,
26012,TOWN OF MERCER - IRON COUNTY,$96.00,$182.00,$147.00,$270.00,$35.00,"$1,435.00",$0.00,$0.00,
26014,TOWN OF OMA - IRON COUNTY,$64.00,$0.00,$53.58,$0.00,$0.00,$575.00,$0.00,$0.00,
26016,TOWN OF PENCE - IRON COUNTY,$64.00,$0.00,$0.00,$50.00,$0.00,$325.00,$0.00,$0.00,
26018,TOWN OF SAXON - IRON COUNTY,$224.00,$7.05,$0.00,$0.00,$0.00,$610.00,$0.00,$0.00,
26020,TOWN OF SHERMAN - IRON COUNTY,$104.00,$0.00,$14.00,$270.00,$24.00,"$1,080.00",$0.00,$85.00,"Mileage to pick up materials, deliver ballots."
26236,CITY OF HURLEY - IRON COUNTY,$64.00,$0.00,$150.99,"$1,080.00",$0.00,"$2,374.22",$0.00,$0.00,
26251,CITY OF MONTREAL - IRON COUNTY,$150.00,$0.00,$25.00,$200.00,$250.00,"$1,000.00",$0.00,$0.00,
27002,TOWN OF ADAMS - JACKSON COUNTY,$0.00,$0.00,$40.48,$0.00,$0.00,"$1,050.00",$0.00,"$1,034.73",WISVOTE PROVIDER FEES
27004,TOWN OF ALBION - JACKSON COUNTY,$65.57,$0.00,$32.40,"$1,001.75",$0.00,$643.50,$0.00,$27.25,I voted Stickers
27006,TOWN OF ALMA - JACKSON COUNTY,$42.00,$0.00,$31.00,$40.00,$20.00,$800.00,$0.00,$804.73,WISVOTE PROVIDER SVCS
27008,TOWN OF BEAR BLUFF - JACKSON COUNTY,$33.00,$37.40,$1.00,$270.00,$84.70,$422.50,$0.00,$662.48,ELECTION TRAINING 297.75 WISVOTE PROVIDER 364.73
27010,TOWN OF BROCKWAY - JACKSON COUNTY,$132.00,$0.00,$5.00,$0.00,$0.00,"$1,120.00",$0.00,"$1,239.48",WISVOTE PROVIDER
27012,TOWN OF CITY POINT - JACKSON COUNTY,$125.00,$75.00,$10.00,$100.00,$100.00,$800.00,$0.00,$364.73,WISVOTE PROVIDER
27014,TOWN OF CLEVELAND - JACKSON COUNTY,$100.00,$0.00,$17.00,$0.00,$70.00,$900.00,$0.00,$514.73,WISVOTE PROVIDER
27016,TOWN OF CURRAN - JACKSON COUNTY,$138.00,$0.00,$5.00,$87.50,$100.00,$506.78,$0.00,$93.96,Clerk Mileage 
27018,TOWN OF FRANKLIN - JACKSON COUNTY,$75.98,$0.00,$5.88,$0.00,$0.00,$599.00,$0.00,$0.00,
27020,TOWN OF GARDEN VALLEY - JACKSON COUNTY,$66.00,$0.00,$0.00,$75.00,$0.00,$920.00,$0.00,$529.73,WISVOTE PROVIDER 504.73 HEAT/LIGHTS/INSURANCE 25.00
27022,TOWN OF GARFIELD - JACKSON COUNTY,$321.83,$0.00,$14.10,"$1,289.98",$541.40,"$2,253.75",$0.00,$0.00,
27024,TOWN OF HIXTON - JACKSON COUNTY,$225.00,$145.00,$20.00,$26.36,$135.00,$859.00,$0.00,$0.00, 
27026,TOWN OF IRVING - JACKSON COUNTY,$154.00,$0.00,$60.00,$307.55,$95.00,$886.30,$0.00,"$2,599.73",WISVOTE PROVIDER 649.73 VOTING MACHINE 1950.00
27028,TOWN OF KNAPP - JACKSON COUNTY,$5.00,$0.00,$10.00,$315.00,$0.00,$750.00,$0.00,$464.73,WISVOTE PROVIDER 
27030,TOWN OF KOMENSKY - JACKSON COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$696.00,$0.00,$534.73,WISVOTE PROVIDER
27032,TOWN OF MANCHESTER - JACKSON COUNTY,$484.00,$0.00,$0.00,$669.73,$30.00,"$1,136.38",$0.00,$615.00,75.00 PORTA POTTY      540.00 COMMAND CENTRAL
27034,TOWN OF MELROSE - JACKSON COUNTY,$70.68,$0.00,$10.00,$75.00,$50.00,$26.38,$510.00,$504.73,WISVOTE PROVIDER
27036,TOWN OF MILLSTON - JACKSON COUNTY,$2.00,$0.00,$10.00,$0.00,$0.00,$700.00,$0.00,$364.67,WISVOTE PROVIDER
27038,TOWN OF NORTH BEND - JACKSON COUNTY,$100.00,$0.00,$15.00,$200.00,$10.00,"$1,300.00",$0.00,$544.73,WISVOTE PROVIDER
27040,TOWN OF NORTHFIELD - JACKSON COUNTY,$25.00,$171.36,$10.00,$270.00,$0.00,"$1,025.42",$0.00,$0.00,
27042,TOWN OF SPRINGFIELD - JACKSON COUNTY,$44.69,$0.00,$1.41,$156.36,$138.50,$489.25,$0.00,$584.73,WisVote Provider Fees
27101,VILLAGE OF ALMA CENTER - JACKSON COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$536.08,$0.00,$544.73,WISVOTE PROVIDER 
27136,VILLAGE OF HIXTON - JACKSON COUNTY,$5.00,$0.00,$20.00,$270.00,$40.00,$900.00,$0.00,$544.73,WISVOTE PROVIDER 504.73 COOKIES 40.00
27151,VILLAGE OF MELROSE - JACKSON COUNTY,$55.36,$0.00,$6.58,$0.00,$0.00,$794.50,$0.00,$0.00,
27152,VILLAGE OF MERRILLAN - JACKSON COUNTY,$12.00,$35.00,$25.00,$25.00,$22.00,$902.13,$0.00,$544.73,WISVOTE PROVIDER 
27186,VILLAGE OF TAYLOR - JACKSON COUNTY,$13.07,$126.36,$2.00,$0.00,$0.00,$385.25,$342.00,$0.00,
27206,CITY OF BLACK RIVER FALLS - JACKSON COUNTY,$315.97,"$1,208.73",$51.20,$150.00,$52.00,"$3,453.08",$0.00,$49.90,Election Day Stickers (I VOTED TODAY) Highlighters Pens Tablets
28002,TOWN OF AZTALAN - JEFFERSON COUNTY,$30.78,$0.00,$62.60,$0.00,$0.00,$933.51,$0.00,$0.00,
28004,TOWN OF COLD SPRING - JEFFERSON COUNTY,$125.00,$350.00,$56.80,$225.00,$150.00,"$1,493.00",$75.00,$50.00,mileage cppies
28006,TOWN OF CONCORD - JEFFERSON COUNTY,$31.78,$0.00,$52.00,$709.99,$23.50,$453.15,$0.00,$0.00,
28008,TOWN OF FARMINGTON - JEFFERSON COUNTY,$64.49,$787.23,$29.40,$0.00,$146.30,$916.96,$53.50,$0.00,
28010,TOWN OF HEBRON - JEFFERSON COUNTY,$70.68,$0.00,$0.00,$100.00,$66.40,$740.00,$0.00,$0.00,
28012,TOWN OF IXONIA - JEFFERSON COUNTY,$101.88,$0.00,$407.70,$0.00,$245.00,"$4,719.12",$0.00,$108.83,Lights for parking lot and booths. Vests for poll workers.
28014,TOWN OF JEFFERSON - JEFFERSON COUNTY,$97.47,$117.48,$9.80,$200.00,$784.40,"$1,513.65",$75.00,$0.00,
28016,TOWN OF KOSHKONONG - JEFFERSON COUNTY,$200.00,$100.00,$350.00,$450.00,$600.00,"$2,850.00",$300.00,$200.00,Poll worker meals
28018,TOWN OF LAKE MILLS - JEFFERSON COUNTY,$277.40,$0.00,$103.30,$0.00,$52.10,"$1,253.31",$33.70,"$1,952.74",relier fees from County $1943.49 postage $6.80 postage voter correspondence - $2.45
28020,TOWN OF MILFORD - JEFFERSON COUNTY,$59.82,$0.00,$0.00,$100.00,$537.70,$517.30,$0.00,$0.00,
28022,TOWN OF OAKLAND - JEFFERSON COUNTY,$102.93,$0.00,$11.53,$495.00,$190.00,"$1,813.00","$4,333.79",$30.14,Misc Election Supplies
28024,TOWN OF PALMYRA - JEFFERSON COUNTY,$372.78,$224.25,$298.26,$14.00,$25.00,"$1,025.42",$0.00,$0.00,
28026,TOWN OF SULLIVAN - JEFFERSON COUNTY,$30.78,$0.00,$188.00,$937.49,$0.00,"$5,537.75",$0.00,"$1,472.42",Supplies
28028,TOWN OF SUMNER - JEFFERSON COUNTY,$109.07,$0.00,$192.54,$769.18,$496.45,$440.37,$85.00,$961.68,training and expense reimbursement for pollworkers; clerk per diems and training; retirement paid on electons wages
28030,TOWN OF WATERLOO - JEFFERSON COUNTY,$84.40,$0.00,$34.96,$100.00,$60.84,$318.41,$0.00,$30.16,Mileage
28032,TOWN OF WATERTOWN - JEFFERSON COUNTY,$257.02,$0.00,$96.38,$100.00,$118.15,"$1,353.77",$0.00,$0.00,
28141,VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY,$105.47,$215.76,"$4,126.33",$817.96,"$3,009.43",$896.25,$119.00,$65.07,Miscellaneous is food
28171,VILLAGE OF PALMYRA - JEFFERSON COUNTY,$150.00,$0.00,$35.00,$250.00,$65.00,"$1,500.00",$200.00,$75.00,"food, refreshments"
28181,VILLAGE OF SULLIVAN - JEFFERSON COUNTY,$0.00,$0.00,$8.00,$0.00,$100.00,"$1,000.00",$0.00,$0.00,
28226,CITY OF FORT ATKINSON - JEFFERSON COUNTY,$30.78,$250.00,"$1,700.40",$600.00,$232.72,"$2,833.53",$37.35,$390.14,"PAPER, I VOTED STICKERS, "
28241,CITY OF JEFFERSON - JEFFERSON COUNTY,$84.00,$0.00,$145.00,$0.00,$660.00,"$3,720.00","$4,000.00",$0.00,
28246,CITY OF LAKE MILLS - JEFFERSON COUNTY,$345.00,$400.00,$150.00,$495.00,$25.00,"$4,562.00",$285.00,$0.00,
28290,CITY OF WATERLOO - JEFFERSON COUNTY,$41.00,$150.00,$170.47,"$1,035.00",$206.66,"$3,386.52",$0.00,$0.00,
28291,CITY OF WATERTOWN - MULTIPLE COUNTIES,"$1,729.32","$1,379.19","$1,039.04",$144.00,$426.10,"$16,299.80",$151.64,$0.00,
29002,TOWN OF ARMENIA - JUNEAU COUNTY,$29.40,$0.00,$94.00,$345.00,$122.97,$855.00,$0.00,$0.00,
29004,TOWN OF CLEARFIELD - JUNEAU COUNTY,$29.40,$0.00,$94.00,$345.00,$122.97,$855.00,$0.00,$0.00,
29006,TOWN OF CUTLER - JUNEAU COUNTY,$12.00,$0.00,$0.00,$0.00,$0.00,$595.00,$0.00,$49.72,Mileage to pick up cartridge and ballot bags
29008,TOWN OF FINLEY - JUNEAU COUNTY,$5.00,$0.00,$4.00,$36.00,$5.00,$400.00,$0.00,$0.00,
29010,TOWN OF FOUNTAIN - JUNEAU COUNTY,$25.00,$0.00,$15.00,$300.00,$500.00,$800.00,$0.00,$0.00,
29012,TOWN OF GERMANTOWN - JUNEAU COUNTY,$83.07,$0.00,$15.08,$540.00,$0.00,"$1,486.62",$0.00,$0.00,
29014,TOWN OF KILDARE - JUNEAU COUNTY,$52.39,$0.00,$8.93,$16.00,$85.00,$456.00,$0.00,$0.00,
29016,TOWN OF KINGSTON - JUNEAU COUNTY,$5.00,$0.00,$1.50,$15.00,$35.00,$550.00,$0.00,$0.00,
29018,TOWN OF LEMONWEIR - JUNEAU COUNTY,$69.19,$0.00,$94.39,$70.64,$75.63,"$1,295.00",$0.00,$0.00,
29020,TOWN OF LINDINA - JUNEAU COUNTY,$13.00,$0.00,$22.00,$25.50,"$4,090.00",$680.00,$0.00,$0.00,
29022,TOWN OF LISBON - JUNEAU COUNTY,$38.25,$0.00,$26.46,$0.00,$3.00,$581.25,$0.00,$0.00,
29024,TOWN OF LYNDON - JUNEAU COUNTY,$91.41,$0.00,$23.50,$0.00,$8.70,$923.00,$0.00,$0.00,
29026,TOWN OF MARION - JUNEAU COUNTY,$20.00,$0.00,$9.91,$70.00,$79.00,$360.00,$0.00,$0.00,
29028,TOWN OF NECEDAH - JUNEAU COUNTY,$65.00,$10.00,$700.00,$0.00,$35.00,"$1,400.00",$0.00,$35.00,Recount copying
29030,TOWN OF ORANGE - JUNEAU COUNTY,$12.00,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,Relier
29032,TOWN OF PLYMOUTH - JUNEAU COUNTY,$10.00,$0.00,$13.09,$0.00,$10.00,$601.00,$0.00,$0.00,
29034,TOWN OF SEVEN MILE CREEK - JUNEAU COUNTY,$16.50,$0.00,$12.74,$0.00,$0.00,$420.00,$0.00,$0.00,
29036,TOWN OF SUMMIT - JUNEAU COUNTY,$20.00,$12.00,$270.00,$0.00,$0.00,$800.00,$0.00,$0.00,
29038,TOWN OF WONEWOC - JUNEAU COUNTY,$5.00,$0.00,$2.04,$5.00,$5.20,$375.00,$0.00,$0.00,
29111,VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY,$42.00,$0.00,$11.00,$0.00,$10.00,$436.00,$100.00,$0.00,
29136,VILLAGE OF HUSTLER - JUNEAU COUNTY,$12.00,$0.00,$1.00,$36.00,$18.00,$300.00,$0.00,$0.00,
29146,VILLAGE OF LYNDON STATION - JUNEAU COUNTY,$38.00,$0.00,$7.52,$0.00,$78.00,$760.00,$0.00,$68.00,Food & Beverages
29161,VILLAGE OF NECEDAH - JUNEAU COUNTY,$93.11,$0.00,$178.88,$0.00,$3.33,"$1,094.61",$116.00,$0.00,
29186,VILLAGE OF UNION CENTER - JUNEAU COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$434.72,$0.00,$0.00,
29191,VILLAGE OF WONEWOC - JUNEAU COUNTY,$12.00,$0.00,$3.00,$0.00,$0.00,$850.81,$0.00,$0.00,
29221,CITY OF ELROY - JUNEAU COUNTY,$40.00,$0.00,$25.00,$810.00,$125.00,"$1,140.00",$150.00,$178.00,Paper Rolls
29251,CITY OF MAUSTON - JUNEAU COUNTY,$170.30,$781.72,$276.55,"$1,375.95",$277.00,"$1,697.23","$2,965.60",$0.00,
29261,CITY OF NEW LISBON - JUNEAU COUNTY,$33.00,$0.00,$5.00,$0.00,$0.00,"$1,090.00",$0.00,$0.00,
30002,TOWN OF BRIGHTON - KENOSHA COUNTY,$0.00,$0.00,$195.60,"$1,165.00",$0.00,"$1,346.50",$0.00,$39.78,absentee envelopes I voted stickers
30006,TOWN OF PARIS - KENOSHA COUNTY,$54.00,$0.00,$459.12,$48.03,$25.00,"$1,210.00",$0.00,$158.28,Food for election
30010,TOWN OF RANDALL - KENOSHA COUNTY,$45.50,$0.00,$135.00,$40.00,$149.00,"$1,277.50",$25.00,$0.00,
30014,TOWN OF SOMERS - KENOSHA COUNTY,$20.00,$20.00,$75.00,$0.00,$100.00,"$1,193.00",$100.00,$0.00,
30016,TOWN OF WHEATLAND - KENOSHA COUNTY,$25.00,$50.00,$277.00,$10.00,$300.00,"$1,850.00",$0.00,$0.00,
30104,VILLAGE OF BRISTOL - KENOSHA COUNTY,$70.00,$350.00,$320.39,$58.75,$0.00,"$2,020.00",$10.00,$0.00,
30171,VILLAGE OF PADDOCK LAKE - KENOSHA COUNTY,$186.00,$120.00,$28.00,$813.00,$125.00,"$1,430.00",$50.00,$0.00,
30174,VILLAGE OF PLEASANT PRAIRIE - KENOSHA COUNTY,$125.00,$20.00,"$2,195.00",$70.00,$416.00,"$8,645.00","$5,708.00",$0.00,
30179,Village of SALEM LAKES - KENOSHA COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
30182,VILLAGE OF SOMERS - KENOSHA COUNTY,$100.00,$100.00,$440.00,$0.00,$500.00,"$8,750.00","$2,000.00",$0.00,
30186,VILLAGE OF TWIN LAKES - KENOSHA COUNTY,$190.71,$300.54,$348.81,"$1,236.64",$243.95,"$2,244.25","$1,328.81",$0.00,
30241,CITY OF KENOSHA - KENOSHA COUNTY,$0.00,$200.85,"$5,358.17","$2,150.00","$14,087.78","$32,605.00","$3,769.86",$984.65,Voting machine modems and overtime.
31002,TOWN OF AHNAPEE - KEWAUNEE COUNTY,$33.75,$570.00,$22.60,$40.00,$0.00,$808.36,$0.00,$0.00,
31004,TOWN OF CARLTON - KEWAUNEE COUNTY,$33.75,$0.00,$19.00,$320.11,$24.05,$875.00,$0.00,$0.00,
31006,TOWN OF CASCO - KEWAUNEE COUNTY,$33.75,$0.00,$53.71,$220.11,$136.45,$660.71,$0.00,$0.00,
31008,TOWN OF FRANKLIN - KEWAUNEE COUNTY,$33.75,$0.00,$10.00,$303.36,$47.11,$675.00,$0.00,$0.00,
31010,TOWN OF LINCOLN - KEWAUNEE COUNTY,$33.75,$0.00,$33.96,$220.11,$21.85,$614.00,$0.00,$0.00,
31012,TOWN OF LUXEMBURG - KEWAUNEE COUNTY,$33.75,$0.00,$16.31,$260.11,$60.00,"$1,125.00",$0.00,$17.28,mileage
31014,TOWN OF MONTPELIER - KEWAUNEE COUNTY,$33.75,$0.00,$37.60,$790.11,$131.95,$682.00,$0.00,$0.00,
31016,TOWN OF PIERCE - KEWAUNEE COUNTY,$33.75,$0.00,$44.40,$220.11,$107.81,$600.00,$0.00,$0.00,
31018,TOWN OF RED RIVER - KEWAUNEE COUNTY,$33.75,$0.00,$45.60,$220.11,$80.45,$963.85,$0.00,$82.50,travel
31020,TOWN OF WEST KEWAUNEE - KEWAUNEE COUNTY,$33.75,$0.00,$25.77,$220.11,$27.45,$552.24,$0.00,$81.90,I voted Stickers
31111,VILLAGE OF CASCO - KEWAUNEE COUNTY,$33.75,$452.60,$0.00,$570.00,$21.45,$375.00,$0.00,$0.00,
31146,VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY,$104.23,$70.48,$75.00,$618.57,$0.00,"$1,583.97",$0.00,$147.78,"Supplies, travel, food"
31201,CITY OF ALGOMA - KEWAUNEE COUNTY,$33.75,$0.00,$220.36,"$1,490.11",$105.80,"$2,373.06",$0.00,$447.59,"Election Banners $89.43, Voting Machine Dividers $175.67, I voted Stickers $59.85, Supplies needed due to power outage $122.64"
31241,CITY OF KEWAUNEE - KEWAUNEE COUNTY,$33.75,$161.94,$113.46,$437.11,$142.45,$906.26,$0.00,$0.00,
32002,TOWN OF BANGOR - LA CROSSE COUNTY,$0.00,$0.00,$1.00,$558.87,$0.00,"$1,137.00",$97.82,$0.00,
32004,TOWN OF BARRE - LA CROSSE COUNTY,$0.00,$0.00,$60.00,$0.00,$0.00,$870.00,$0.00,$0.00,
32006,TOWN OF BURNS - LA CROSSE COUNTY,$38.82,$0.00,$116.11,$3.42,$141.00,$920.00,$0.00,$367.50,"Clerks portion of salary for 49 hours spent on election duties at $7.50/hour for: Posting notices, absentee ballot voting, election emails/research, polling place setup, election day registrations, pick up and delivery of election supplies, voting equipment preparation/check and completing election election reports."
32008,TOWN OF CAMPBELL - LA CROSSE COUNTY,$19.23,$0.00,$120.60,$0.00,$0.00,"$2,296.75",$0.00,$0.00,
32010,TOWN OF FARMINGTON - LA CROSSE COUNTY,$0.00,$0.00,$30.00,$0.00,$0.00,$960.00,$0.00,$14.00,"office supplies copy paper, pencils/pens, tape, highlighters, rubber fingers."
32012,TOWN OF GREENFIELD - LA CROSSE COUNTY,$30.00,$1.00,$73.36,$45.00,$189.25,"$1,399.15",$89.61,"$1,808.38",
32014,TOWN OF HAMILTON - LA CROSSE COUNTY,$15.00,$18.00,$65.00,$0.00,$215.00,"$1,082.00",$40.50,$0.00,
32016,TOWN OF HOLLAND - LA CROSSE COUNTY,$80.00,$0.00,$33.65,$36.00,$178.66,"$1,754.60","$2,343.00",$0.00,
32018,TOWN OF MEDARY - LA CROSSE COUNTY,$44.00,$138.00,$63.36,$0.00,$95.00,$828.67,$0.00,$0.00,
32020,TOWN OF ONALASKA - LA CROSSE COUNTY,$248.00,$29.00,$629.00,$172.00,$150.00,"$4,208.00",$132.00,$841.00,legal due to recount and records request
32022,TOWN OF SHELBY - LA CROSSE COUNTY,$100.00,$150.00,$584.00,$25.00,$725.00,"$4,282.78","$1,600.00",$0.00,
32024,TOWN OF WASHINGTON - LA CROSSE COUNTY,$5.00,$0.00,$10.00,$0.00,$20.00,$370.00,$0.00,$160.00,Clerk mileage
32106,VILLAGE OF BANGOR - LA CROSSE COUNTY,$26.00,$105.00,$22.97,$0.00,$0.00,"$1,048.96",$0.00,$92.77,"Meals - two shifts, lunch & supper for five."
32136,VILLAGE OF HOLMEN - LA CROSSE COUNTY,$56.47,$0.00,$241.74,$99.40,$212.10,"$2,784.50","$5,359.53",$0.00,
32176,VILLAGE OF ROCKLAND - MULTIPLE COUNTIES,$67.62,$25.00,$4.70,$0.00,$0.00,$558.00,$0.00,$0.00,
32191,VILLAGE OF WEST SALEM - LA CROSSE COUNTY,$85.00,$0.00,$170.00,$9.00,$230.00,"$1,500.00","$5,000.00",$0.00,
32246,CITY OF LA CROSSE - LA CROSSE COUNTY,$47.18,$0.00,"$3,702.95",$0.00,"$1,859.44","$29,635.00","$28,565.87",$0.00,
32265,CITY OF ONALASKA - LA CROSSE COUNTY,$440.00,$568.11,"$2,626.79",$60.00,"$1,210.41","$4,395.20","$42,023.37",$781.15,Misc office supplies Training 
33002,TOWN OF ARGYLE - LAFAYETTE COUNTY,$30.44,$0.00,$9.80,$0.00,$0.00,$344.00,$0.00,$0.00,
33004,TOWN OF BELMONT - LAFAYETTE COUNTY,$30.00,$14.97,$15.00,$325.00,$247.65,$848.00,$22.00,$226.00,Training
33006,TOWN OF BENTON - LAFAYETTE COUNTY,$75.00,$0.00,$7.50,$10.00,$0.00,$500.00,$0.00,$0.00,
33008,TOWN OF BLANCHARD - LAFAYETTE COUNTY,$60.00,$57.40,$19.00,$48.00,$133.00,$960.00,$0.00,$0.00,
33010,TOWN OF DARLINGTON - LAFAYETTE COUNTY,$30.00,$0.00,$29.57,$0.00,$0.00,$653.82,$0.00,$0.00,
33012,TOWN OF ELK GROVE - LAFAYETTE COUNTY,$30.00,$0.00,$5.00,$0.00,$0.00,$775.00,$0.00,$0.00,
33014,TOWN OF FAYETTE - LAFAYETTE COUNTY,$20.00,$5.00,$20.00,$25.00,$25.00,$718.00,$10.00,$0.00,
33016,TOWN OF GRATIOT - LAFAYETTE COUNTY,$30.00,$0.00,$10.00,$160.00,$600.00,$590.00,$0.00,$0.00,
33018,TOWN OF KENDALL - LAFAYETTE COUNTY,$30.00,$0.00,$0.00,$270.00,$6.72,$460.00,$0.00,$0.00,
33020,TOWN OF LAMONT - LAFAYETTE COUNTY,$69.33,$0.00,$0.00,$286.93,$0.00,$359.25,$0.00,$0.00,
33022,TOWN OF MONTICELLO - LAFAYETTE COUNTY,$40.00,$0.00,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,
33024,TOWN OF NEW DIGGINGS - LAFAYETTE COUNTY,$30.00,$0.00,$10.00,$900.00,$100.00,$300.00,$0.00,$0.00,
33026,TOWN OF SEYMOUR - LAFAYETTE COUNTY,$75.00,$0.00,$20.00,$125.00,$325.00,$360.00,$0.00,$0.00,
33028,TOWN OF SHULLSBURG - LAFAYETTE COUNTY,$60.00,$0.00,$15.00,$300.00,$50.00,$300.00,$0.00,$0.00,
33030,TOWN OF WAYNE - LAFAYETTE COUNTY,$40.00,$0.00,$24.00,$12.00,$10.00,$557.00,$0.00,$47.00,Food
33032,TOWN OF WHITE OAK SPRINGS - LAFAYETTE COUNTY,$20.00,$0.00,$0.00,$0.00,$0.00,$494.00,$0.00,$0.00,
