"","ObjectID","full_addr","County"
"1267984",1267984,"W7764 PLANK RD, GREENBUSH WI 53026","Sheboygan County"
"1268515",1268515,"W243N2340 SADDLE BROOK DR APT 2, PEWAUKEE WI 54444","Waukesha County"
"1269922",1269922,"921 22ND AVE NE APT # 207, MENOMONIE WI 54751-5021","Dunn County"
"1270807",1270807,"S47W34830 SHANGRI-LA DR, DOUSMAN WI 54444","Waukesha County"
"1271610",1271610,"N2694 BRIDGE RD, HINGHAM WI 53031-0165","Sheboygan County"
"1272205",1272205,"S42W31083 WOODFERN RD, GENESEE DEPOT WI 53127-9801","Waukesha County"
"1272925",1272925,"N139 COUNTY ROAD LL, CEDAR GROVE WI 99999","Sheboygan County"
"1273506",1273506,"205 W LIBERTY DR, SAINT NAZIANZ WI 54232","Manitowoc County"
"1273712",1273712,"W227S7755 OAKVIEW DR, BIG BEND WI 54444","Waukesha County"
"1274109",1274109,"W4341 LAKE DR, HINGHAM WI 53031","Sheboygan County"
"1275024",1275024,"6888 SHADY LANE RD, NEWBURG WI 53060","Washington County"
"1278095",1278095,"N7089 COUNTY ROAD C & J, PLYMOUTH WI 53073-3043","Sheboygan County"
"1279062",1279062,"N79W15967 LONGWOOD ST, MENOMONEE FLS WI 99999","Waukesha County"
"1281510",1281510,"N49W17791 CHRISTOPHER CT, MENOMONEE FALLS WI 54444","Waukesha County"
"1283803",1283803,"W151N7611 WOOD VIEW DR, MENOMONEE FALLS WI 54444","Waukesha County"
"1284250",1284250,"N4911 COUNTY ROAD M, SHEBOYGAN FLS WI 54444","Sheboygan County"
"1285237",1285237,"N54W14208 VAN BUREN DR, MENOMONEE FALLS WI 54444","Waukesha County"
"1285893",1285893,"W151N7593 WOOD VIEW DR, MENOMONEE FALLS WI 54444","Waukesha County"
"1286134",1286134,"N69W15402 MACALLAN CT, MENOMONEE FLS WI 99999","Waukesha County"
"1287068",1287068,"N87W15039 MAIN ST, MENOMONEE FLS WI 99999","Waukesha County"
"1288237",1288237,"N88W14915 JEFFERSON AVE APT 3, MENOMONEE FLS WI 99999","Waukesha County"
"1288660",1288660,"N49W20683 LISBON RD 575, MENOMONEE FALLS WI 54444","Waukesha County"
"1289292",1289292,"120 REDTAIL DR APT 2, SHEBOYGAN FLS WI 54444","Sheboygan County"
"1289555",1289555,"N58W18375 JUNIPER LN, MENOMONEE FLS WI 99999","Waukesha County"
"1290049",1290049,"5000 W NATIONAL AVE APT 9518-8, MILWAUKEE WI 53295-0001","Milwaukee County"
"1290777",1290777,"N2665 COUNTY ROAD QQ UNIT SH249B, KING WI 54946-0600","Waupaca County"
"1292221",1292221,"975 SPRING CT, NEWBURG WI 53060","Washington County"
"1293266",1293266,"W282N7286 MAIN ST, MERTON WI 53056","Waukesha County"
"1296077",1296077,"W2521 ELM ST, ASHIPPUN WI 53003","Dodge County"
"1297791",1297791,"N553 ASH ST, ASHIPPUN WI 53003","Dodge County"
"1298105",1298105,"N1723 CENTER ST, LEBANON WI 53047","Dodge County"
"1298886",1298886,"8778 COUNTY ROAD K, EUREKA WI 54934-9705","Winnebago County"
"1299235",1299235,"W2499 ELM ST, ASHIPPUN WI 53003","Dodge County"
"1299989",1299989,"317 BROADWAY AVE N, HAUGEN WI 54841","Barron County"
"1300668",1300668,"43 UPR FRT CONCORD RD, OCONOMOWOC WI 0000","Waukesha County"
"1303034",1303034,"N2665 COUNTY ROAD QQ UNIT SH222, KING WI 54946-0600","Waupaca County"
"1303123",1303123,"427 University, WAUKESHA WI 54444","Waukesha County"
"1305117",1305117,"6888 SHADY LANE, NEWBURG WI 53060","Washington County"
"1305136",1305136,"208 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1305159",1305159,"245 DOVE CIR, NEWBURG WI 53060","Washington County"
"1305174",1305174,"270 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1305192",1305192,"219 QUAIL CIR, NEWBURG WI 53060","Washington County"
"1305202",1305202,"223 QUAIL CIR, NEWBURG WI 53060","Washington County"
"1305257",1305257,"832 WEST MAIN ST, NEWBURG WI 53060","Washington County"
"1306588",1306588,"943 SPRING CT, NEWBURG WI 53060","Washington County"
"1306851",1306851,"831 WEST MAIN ST, NEWBURG WI 53060","Washington County"
"1306894",1306894,"210 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1306907",1306907,"250 PHEASANT, NEWBURG WI 53060","Washington County"
"1306980",1306980,"201 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1306997",1306997,"713 MAIN ST, NEWBURG WI 53060","Washington County"
"1307008",1307008,"839 WEST MAIN ST, NEWBURG WI 53060","Washington County"
"1307067",1307067,"625 STATE ROAD 33, NEWBURG WI 53060","Washington County"
"1307163",1307163,"431 STATE HWY, NEWBURG WI 53060","Washington County"
"1307214",1307214,"234 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1307266",1307266,"226 PHEASANT LN, NEWBURG WI 53060","Washington County"
"1307290",1307290,"261 DOVE CIR, NEWBURG WI 53060","Washington County"
"1307342",1307342,"6872 SHADY LANE, NEWBURG WI 53060","Washington County"
"1307362",1307362,"6867 SHADY LANE, NEWBURG WI 53060","Washington County"
"1309638",1309638,"5000 W NATIONAL AVE 147, MILWAUKEE WI 53295-0001","Milwaukee County"
"1309808",1309808,"W6301 PENINSULA CT, WAUTOMA WI 54444","Waushara County"
"1309869",1309869,"W311S4267 LONGACRE RD, WAUKESHA WI 53127","Waukesha County"
"1310935",1310935,"N2665 COUNTY ROAD QQ UNIT MH276, KING WI 54946-0600","Waupaca County"
"1312045",1312045,"W5980 COUNTY ROAD O, MILLSTON WI 54643","Jackson County"
"1312807",1312807,"W282N6859 MAIN ST, MERTON WI 53056","Waukesha County"
"1314439",1314439,"3558 N MARTIN L KING JR DR, MILWAUKEE WI 54444-____","Milwaukee County"
"1317017",1317017,"3010 5TH AVE, S MILWAUKEE WI 54444","Milwaukee County"
"1317122",1317122,"N24W24370 SADDLE BROOK DR APT 8, PEWAUKEE WI 54444","Waukesha County"
"1317603",1317603,"1353 HILLSIDE DR, WAUKESHA WI 54444-____","Waukesha County"
"1318928",1318928,"W282N7193 MAIN ST, MERTON WI 53056-4500","Waukesha County"
"1320175",1320175,"N2665 COUNTY ROAD QQ UNIT MH217, KING WI 54946","Waupaca County"
"1320381",1320381,"W9760 HIGH ST APT 9, DALE WI 54931","Outagamie County"
"1322770",1322770,"2179 2ND ST, WOODFORD WI 53599","Lafayette County"
"1328786",1328786,"N2665 COUNTY ROAD QQ UNIT SH269, KING WI 54946-0600","Waupaca County"
"1332070",1332070,"N16W26420 MEADOWGRASS CIR UNIT D, PEWAUKEE WI 54444","Waukesha County"
"1332495",1332495,"5049 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1332844",1332844,"N2665 COUNTY ROAD QQ RM MH355, KING WI 54946-0600","Waupaca County"
"1334496",1334496,"N8635 FIRELANE 10, MENASHA WI 54444-____","Calumet County"
"1335668",1335668,"5172 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1335733",1335733,"5140 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1335866",1335866,"5055 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1335884",1335884,"5901 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1335907",1335907,"5843 LAKEWIND DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1335917",1335917,"5766 ERIE ST, BUTTE DES MORTS WI 54927-9307","Winnebago County"
"1335924",1335924,"5755 HURON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1335939",1335939,"5167 N HARBOUR DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1335942",1335942,"5905 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1335984",1335984,"5775 GRAND RIVER DR, BUTTE DES MORTS WI 54927-9309","Winnebago County"
"1335989",1335989,"5897 E ISLAND DR, BUTTE DES MORTS WI 54927-9305","Winnebago County"
"1336010",1336010,"5747 MAIN ST, BUTTE DES MORTS WI 54927-9330","Winnebago County"
"1336011",1336011,"5809 ERIE ST, BUTTE DES MORTS WI 54927-9308","Winnebago County"
"1336014",1336014,"5134 VILLAGE RD, BUTTE DES MORTS WI 54927","Winnebago County"
"1336030",1336030,"5893 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336039",1336039,"5869 E ISLAND DR, BUTTE DES MORTS WI 54927-9305","Winnebago County"
"1336052",1336052,"5807 E ISLAND DR, BUTTE DES MORTS WI 54927-9305","Winnebago County"
"1336053",1336053,"5885 COUNTY RD S, BUTTE DES MORTS WI 54927-9323","Winnebago County"
"1336096",1336096,"5920 LAKEWIND DR, BUTTE DES MORTS WI 54927-9315","Winnebago County"
"1336111",1336111,"5826 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336116",1336116,"5129 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1336118",1336118,"5821 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336129",1336129,"5139 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336155",1336155,"5759 GRAND RIVER DR, BUTTE DES MORTS WI 54927-9309","Winnebago County"
"1336180",1336180,"5792 E ISLAND, BUTTE DES MORTS WI 54927-9304","Winnebago County"
"1336181",1336181,"4998 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336191",1336191,"5143 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336199",1336199,"5153 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1336212",1336212,"5941 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1336215",1336215,"5181 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1336222",1336222,"5014 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1336227",1336227,"5089 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1336233",1336233,"5144 ISLAND RD, BUTTE DES MORTS WI 54927-9312","Winnebago County"
"1336238",1336238,"5830 CRESTVIEW DR, BUTTE DES MORTS WI 54927-9303","Winnebago County"
"1336259",1336259,"5150 LAKEWIND DR, BUTTE DES MORTS WI 54927-9313","Winnebago County"
"1336261",1336261,"5121 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336263",1336263,"5130 ISLAND RD, BUTTE DES MORTS WI 54927-9312","Winnebago County"
"1336265",1336265,"5945 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1336281",1336281,"5888 HARBOUR SOUTH DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336291",1336291,"5937 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1336337",1336337,"5873 LAKEWIND DR, BTE DES MORTS WI 54927-9314","Winnebago County"
"1336349",1336349,"5926 E ISLAND DR, BUTTE DES MORTS WI 54444","Winnebago County"
"1336350",1336350,"5138 ISLAND RD, BUTTE DES MORTS WI 54927","Winnebago County"
"1336381",1336381,"5891 COUNTY RD S, BUTTE DES MORTS WI 54927-9323","Winnebago County"
"1336389",1336389,"5793 GRAND RIVER DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336397",1336397,"5152 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1336414",1336414,"5783 ERIE ST, BUTTE DES MORTS WI 54927-9307","Winnebago County"
"1336447",1336447,"5193 N HARBOUR DR, BTE DES MORTS WI 54927-9318","Winnebago County"
"1336466",1336466,"5107 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336471",1336471,"5970 E ISLAND DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336482",1336482,"5949 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1336490",1336490,"5133 LAKEWIND DR, BUTTE DES MORTS WI 54927-9313","Winnebago County"
"1336499",1336499,"5789 HURON ST, BUTTE DES MORTS WI 54927-9332","Winnebago County"
"1336500",1336500,"5940 E ISLAND DR, BUTTE DES MORTS WI 54927-9306","Winnebago County"
"1336511",1336511,"5019 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1336514",1336514,"4973 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1336536",1336536,"5865 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336537",1336537,"4971 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336538",1336538,"5950 LAKEWIND DR, BUTTE DES MORTS WI 54927-9315","Winnebago County"
"1336563",1336563,"5803 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336572",1336572,"4981 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336577",1336577,"5795 COUNTY S RD, BUTTE DES MORTS WI 54927-9322","Winnebago County"
"1336592",1336592,"5792 EAST ISLAND DR, BTE DES MORTS WI 54927-9304","Winnebago County"
"1336600",1336600,"5151 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336609",1336609,"5161 ISLAND RD, BUTTE DES MORTS WI 54927-9312","Winnebago County"
"1336622",1336622,"5186 ADAMS ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1336627",1336627,"5141 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1336663",1336663,"5852 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336664",1336664,"5853 E ISLAND DR, BUTTE DES MORTS WI 54927-9305","Winnebago County"
"1336676",1336676,"4999 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336682",1336682,"4979 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336684",1336684,"5746 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1336690",1336690,"5159 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336697",1336697,"5805 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336704",1336704,"5009 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1336719",1336719,"5764 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1336735",1336735,"5816 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336739",1336739,"5107 ADAMS ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1336742",1336742,"5086 ADAMS ST, BUTTE DES MORTS WI 54927-9301","Winnebago County"
"1336751",1336751,"5115 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1336757",1336757,"4989 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336766",1336766,"5794 ERIE ST, BUTTE DES MORTS WI 54927-9307","Winnebago County"
"1336768",1336768,"5858 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336778",1336778,"5767 GRAND RIVER DR, BUTTE DES MORTS WI 54927-9309","Winnebago County"
"1336784",1336784,"5883 E ISLAND DR, BUTTE DES MORTS WI 54927-9305","Winnebago County"
"1336785",1336785,"5911 E ISLAND DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336786",1336786,"5132 LAKEWIND DR, BUTTE DES MORTS WI 54927-9313","Winnebago County"
"1336795",1336795,"5155 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336796",1336796,"5831 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336802",1336802,"5915 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1336807",1336807,"5083 WASHINGTON ST, BUTTE DES MORTS WI 54927-9326","Winnebago County"
"1336809",1336809,"5169 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336810",1336810,"5792 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1336816",1336816,"5807 ERIE ST, BUTTE DES MORTS WI 54927-9308","Winnebago County"
"1336833",1336833,"5889 HARBOUR SOUTH DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336835",1336835,"5763 GRAND RIVER DR, BUTTE DES MORTS WI 54927-9309","Winnebago County"
"1336849",1336849,"5059 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1336862",1336862,"5776 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1336868",1336868,"5197 N HARBOUR DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1336870",1336870,"5811 COUNTY RD S, BUTTE DES MORTS WI 54927-9323","Winnebago County"
"1336875",1336875,"4943 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1336878",1336878,"5899 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336896",1336896,"5147 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1336906",1336906,"5840 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336911",1336911,"5893 COUNTY RD S, BUTTE DES MORTS WI 54927-9323","Winnebago County"
"1336914",1336914,"5837 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1336949",1336949,"5853 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1336956",1336956,"5772 ONTARIO ST, BUTTE DES MORTS WI 54927-9320","Winnebago County"
"1336959",1336959,"5148 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1336960",1336960,"5181 ISLAND RD, BUTTE DES MORTS WI 54927-9312","Winnebago County"
"1336961",1336961,"5057 ADAMS ST, BTE DES MORTS WI 54444","Winnebago County"
"1336994",1336994,"5185 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1337002",1337002,"5842 CRESTVIEW DR, BUTTE DES MORTS WI 54927-9303","Winnebago County"
"1337007",1337007,"5133 N HARBOUR DR, BUTTE DES MORTS WI 54927-9318","Winnebago County"
"1337037",1337037,"4965 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1337064",1337064,"4993 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1337065",1337065,"5078 ADAMS ST, BUTTE DES MORTS WI 54927-9301","Winnebago County"
"1337074",1337074,"5819 COUNTY RD S, BUTTE DES MORTS WI 54927-9323","Winnebago County"
"1337114",1337114,"5897 HARBOUR SOUTH DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1337118",1337118,"5800 ERIE ST, BUTTE DES MORTS WI 54927-9308","Winnebago County"
"1337140",1337140,"5128 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1337166",1337166,"5740 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1337189",1337189,"5932 LAKEWIND DR, BUTTE DES MORTS WI 54927-9315","Winnebago County"
"1337198",1337198,"5944 OAK LANE DR, BUTTE DES MORTS WI 54927-9319","Winnebago County"
"1337200",1337200,"5782 ERIE ST, BUTTE DES MORTS WI 54927-9307","Winnebago County"
"1337211",1337211,"5819 CRESTVIEW DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1337220",1337220,"5125 LAKEWIND DR, BUTTE DES MORTS WI 54927-9313","Winnebago County"
"1337228",1337228,"3133 COUNTY ROAD E, EUREKA WI 54934","Winnebago County"
"1337240",1337240,"5783 ONTARIO ST, BUTTE DES MORTS WI 54927-9320","Winnebago County"
"1337274",1337274,"5042 ADAMS ST, BUTTE DES MORTS WI 54927-9301","Winnebago County"
"1337277",1337277,"5033 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1337298",1337298,"5177 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1337315",1337315,"5153 N HARBOUR DR, BUTTE DES MORTS WI 54927-9318","Winnebago County"
"1337328",1337328,"5912 LAKEWIND DR, BUTTE DES MORTS WI 54927-9315","Winnebago County"
"1337345",1337345,"4939 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1337351",1337351,"5830 LAKEWIND DR, BUTTE DES MORTS WI 54927-9314","Winnebago County"
"1337356",1337356,"5834 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1337363",1337363,"5130 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1337379",1337379,"5116 ADAMS ST, BUTTE DES MORTS WI 54927-9302","Winnebago County"
"1337385",1337385,"5862 CRESTVIEW DR, BUTTE DES MORTS WI 54927-9303","Winnebago County"
"1337397",1337397,"5888 LAKEWIND DR, BUTTE DES MORTS WI 54927","Winnebago County"
"1337406",1337406,"5870 CRESTVIEW DR, BUTTE DES MORTS WI 54927-9303","Winnebago County"
"1337462",1337462,"5120 LAKEWIND DR, BUTTE DES MORTS WI 54927-9313","Winnebago County"
"1337477",1337477,"5159 N HARBOUR DR, BTE DES MORTS WI 54927-9318","Winnebago County"
"1337503",1337503,"5117 WASHINGTON ST, BUTTE DES MORTS WI 54927-9327","Winnebago County"
"1337513",1337513,"4955 WASHINGTON ST, BUTTE DES MORTS WI 54927-9325","Winnebago County"
"1337524",1337524,"5771 HURON ST, BUTTE DES MORTS WI 54927-9332","Winnebago County"
"1337585",1337585,"5756 MAIN ST, BUTTE DES MORTS WI 54927-9316","Winnebago County"
"1337805",1337805,"N2665 COUNTY ROAD QQ UNIT SH522, KING WI 54946-0600","Waupaca County"
"1337890",1337890,"3161 N MARTIN L KING JR DR, MILWAUKEE WI 54444-____","Milwaukee County"
"1339702",1339702,"N2665 COUNTY ROAD QQ SH382, KING WI 54946-0600","Waupaca County"
"1341960",1341960,"5063 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1341983",1341983,"N2665 COUNTY ROAD QQ UNIT MH324, KING WI 54946-0600","Waupaca County"
"1343619",1343619,"5155 ISLAND RD, BUTTE DES MORTS WI 54927-9312","Winnebago County"
"1343678",1343678,"N8817 MAIN ST, FOREST JUNCTION WI 54123","Calumet County"
"1343827",1343827,"1 MAPLE TERRACE CT LOT 6, ST NAZIANZ WI 54232","Manitowoc County"
"1344850",1344850,"N3438 CHURCH ST, PACKWAUKEE WI 53953","Marquette County"
"1346324",1346324,"4313 OLE RISMON LN, STAR LAKE WI 54561","Vilas County"
"1347640",1347640,"210 W MAIN ST, HUSTLER WI 54637-1305","Juneau County"
"1347847",1347847,"W398N6070 AUTUMN WOODS DR, OCONOMOWOC WI 54444","Waukesha County"
"1352123",1352123,"W282N7004 MAIN ST, MERTON WI 53056","Waukesha County"
"1353191",1353191,"N70W28340 HUNTINGTON ST, MERTON WI 53056","Waukesha County"
"1354119",1354119,"790 COLLINS ST, CLYMAN WI 53016","Dodge County"
"1354202",1354202,"W282N7338 MAIN ST, HARTLAND WI 53056","Waukesha County"
"1354922",1354922,"993 SPRING CT, NEWBURG WI 53060","Washington County"
"1355208",1355208,"N1799 COUNTY ROAD R APT 1, LEBANON WI 53047","Dodge County"
"1359066",1359066,"8715 STATE HIGHWAY 47 E, MINOCQUA WI 54444","Oneida County"
"1359900",1359900,"N2665 COUNTY ROAD QQ UNIT MH264, KING WI 54946-0600","Waupaca County"
"1360026",1360026,"5598 MC NAUGHTON LN, MC NAUGHTON WI 54543","Oneida County"
"1360543",1360543,"11771 DEEPWOODS RD DUPLICATE 3, MINOCQUA WI 99999","Oneida County"
"1360889",1360889,"11771 DEEPWOODS RD DUPLICATE 2, MINOCQUA WI 99999","Oneida County"
"1362254",1362254,"185 S MAIN STREET, MOUNT STERLING WI 54645","Crawford County"
"1362764",1362764,"N2665 COUNTY ROAD QQ RM SH438, KING WI 54946-0600","Waupaca County"
"1363032",1363032,"414 N MAIN ST, PATCH GROVE WI 53817","Grant County"
"1363242",1363242,"136 N STEINER TER, PRAIRIE DU CHIEN WI 54444","Crawford County"
"1363455",1363455,"407 Diagonal St, MOUNT STERLING WI 54645","Crawford County"
"1366138",1366138,"4 ISABEL ST, GILE WI 54525-9712","Iron County"
"1366140",1366140,"18 OSHKOSH ST, GILE WI 54525-9713","Iron County"
"1366154",1366154,"31 OSHKOSH ST, GILE WI 54525-9715","Iron County"
